BTC-USD,Bitcoin
ETH-USD,Ethereum
USDT-USD,Tether
USDC-USD,USD Coin
BNB-USD,BNB
XRP-USD,XRP
ADA-USD,Cardano
BUSD-USD,Binance USD
SOL-USD,Solana
DOGE-USD,Dogecoin
DOT-USD,Polkadot
WBTC-USD,Wrapped Bitcoin
TRX-USD,TRON
AVAX-USD,Avalanche
DAI-USD,Dai
SHIB-USD,SHIBA INU
LEO-USD,UNUS SED LEO
MATIC-USD,Polygon
CRO-USD,Cronos
LTC-USD,Litecoin
NEAR-USD,NEAR Protocol
XLM-USD,Stellar
UNI-USD,Uniswap
BCH-USD,Bitcoin Cash
FTT-USD,FTX Token
XMR-USD,Monero
LINK-USD,Chainlink
BTCB-USD,Bitcoin BEP2
ETC-USD,Ethereum Classic
ALGO-USD,Algorand
ATOM-USD,Cosmos
FLOW-USD,Flow
VET-USD,VeChain
HBAR-USD,Hedera
MANA-USD,Decentraland
APE-USD,ApeCoin
ICP-USD,Internet Computer
XTZ-USD,Tezos
EGLD-USD,Elrond
KCS-USD,KuCoin Token
SAND-USD,The Sandbox
FIL-USD,Filecoin
AAVE-USD,Aave
ZEC-USD,Zcash
TUSD-USD,TrueUSD
AXS-USD,Axie Infinity
EOS-USD,EOS
THETA-USD,Theta Network
MKR-USD,Maker
KLAY-USD,Klaytn
HNT-USD,Helium
BTTOLD-USD,BitTorrent
GRT-USD,The Graph
HT-USD,Huobi Token
BSV-USD,Bitcoin SV
BTT-USD,BitTorrent (New)
RUNE-USD,THORChain
MIOTA-USD,IOTA
USDP-USD,Pax Dollar
XEC-USD,eCash
WAVES-USD,Waves
FTM-USD,Fantom
USDN-USD,Neutrino USD
NEO-USD,Neo
QNT-USD,Quant
CHZ-USD,Chiliz
CAKE-USD,PancakeSwap
STX-USD,Stacks
OKB-USD,OKB
LRC-USD,Loopring
USDD-USD,USDD
NEXO-USD,Nexo
ZIL-USD,Zilliqa
DASH-USD,Dash
PAXG-USD,PAX Gold
CRV-USD,Curve DAO Token
KSM-USD,Kusama
GMT-USD,STEPN
BAT-USD,Basic Attention Token
CELO-USD,Celo
ENJ-USD,Enjin Coin
LUNC-USD,Terra Classic
CVX-USD,Convex Finance
GALA-USD,Gala
KAVA-USD,Kava.io
ONE-USD,Harmony
DCR-USD,Decred
GNO-USD,Gnosis
AMP-USD,Amp
XDC-USD,XDC Network
XEM-USD,NEM
HOT-USD,Holo
WEMIX-USD,WEMIX
MINA-USD,Mina
FEI-USD,Fei USD
GT-USD,GateToken
AR-USD,Arweave
1INCH-USD,1inch
COMP-USD,Compound
QTUM-USD,Qtum
