buy,0.069859
sell,0.064671,-7.426382
buy,0.098120004
sell,0.066444,-32.282917
buy,0.0979625
sell,0.086676,-11.521242
buy,0.122553
sell,0.08613,-29.720201
buy,0.14022851
sell,0.167496,19.445038
buy,0.2856385
sell,0.259904,-9.009469
buy,0.378981
sell,0.42572,12.332812
buy,0.61634254
sell,0.699274,13.455417
buy,1.16082
sell,1.251512,7.812757
buy,0.7599175
sell,0.636015,-16.30473
buy,0.86645997
sell,0.760824,-12.19167
buy,0.6507915
sell,0.454785,-30.118176
buy,0.7586195
sell,0.54369,-28.331656
buy,0.702561
sell,0.627466,-10.688751
buy,0.8805585
sell,0.677048,-23.11152
buy,0.979118
sell,0.93487,-4.519168
buy,1.0959855
sell,0.802134,-26.811626
buy,0.96054494
sell,2.602642,170.95474
buy,3.8630967
sell,3.146304,-18.554876
buy,4.49991
sell,6.560289,45.787117
buy,9.278384
sell,5.735944,-38.179497
buy,8.753885
sell,6.930775,-20.826296
buy,9.882975
sell,8.606471,-12.916188
buy,11.638451
sell,10.302779,-11.476368
buy,12.150355
sell,10.895146,-10.330636
buy,13.366692
sell,15.309954,14.538093
buy,19.080658
sell,23.394257,22.60718
buy,29.56066
sell,23.346601,-21.021378
buy,30.155458
sell,26.935558,-10.67767
buy,21.14031
sell,13.896383,-34.265945
buy,14.3950405
sell,13.599459,-5.5267773
buy,14.030138
sell,19.498678,38.977097
buy,23.782639
sell,20.809593,-12.500906
buy,23.995327
sell,27.34492,13.9593525
buy,31.145973
sell,26.93615,-13.516431
buy,22.268612
sell,34.693943,55.797512
buy,37.30798
sell,99.69611,167.22464
buy,111.160255
sell,90.82527,-18.293394
buy,102.43489
sell,106.12186,3.5993264
buy,108.21006
sell,98.36887,-9.094521
buy,109.977
sell,113.46334,3.1700659
buy,107.48929
sell,105.51,-1.8413799
buy,132.87
sell,176.71,32.994667

