buy,0.063268
sell,0.387107,511.85278
buy,0.1954285
sell,0.404917,107.19445
buy,0.2183925
sell,0.399761,83.04703
buy,0.1090255
sell,0.199254,82.75908
buy,0.1235935
sell,0.217581,76.04567
buy,0.1083205
sell,0.216172,99.567024
buy,0.0805945
sell,0.131113,62.6823
buy,0.23951949
sell,0.664022,177.2309
buy,1.1119795
sell,0.67953,-38.890057
buy,1.2457609
sell,0.631596,-49.30038
buy,0.968367
sell,0.630187,-34.92271
buy,0.9907525
sell,0.490615,-50.480568
buy,0.577232
sell,0.514582,-10.853526
buy,0.9752445
sell,0.597997,-38.68235
buy,0.835251
sell,0.521491,-37.564754
buy,0.834111
sell,0.529153,-36.56084
buy,1.04125
sell,0.55803,-46.40768
buy,0.85753345
sell,0.492051,-42.620197
buy,0.894826
sell,0.522161,-41.646645
buy,0.99949646
sell,0.681188,-31.846884
buy,1.2370704
sell,0.713385,-42.33271
buy,1.2134781
sell,1.176424,-3.053542
buy,2.04723
sell,1.219753,-40.419346
buy,1.8939755
sell,1.814973,-4.1712527
buy,3.1037064
sell,2.541413,-18.116833
buy,4.193473
sell,2.848846,-32.06476
buy,4.30204
sell,2.91567,-32.225876
buy,4.183597
sell,4.415773,5.54967
buy,6.929693
sell,3.478023,-49.809856
buy,5.572372
sell,4.289915,-23.01456
buy,6.8077307
sell,6.135659,-9.87218
buy,9.485815
sell,6.780926,-28.51509
buy,10.517194
sell,8.31793,-20.911125
buy,11.077654
sell,13.330163,20.33381
buy,18.282867
sell,13.265886,-27.440887
buy,16.899124
sell,12.823834,-24.115389
buy,20.565248
sell,13.402547,-34.82915
buy,19.702362
sell,18.103664,-8.1142435
buy,30.082943
sell,25.838238,-14.110006
buy,33.885284
sell,21.628746,-36.17068
buy,25.010868
sell,19.277794,-22.922333
buy,26.10308
sell,14.940702,-42.762684
buy,22.691162
sell,16.76969,-26.095942
buy,21.635307
sell,15.308222,-29.244259
buy,22.284227
sell,13.463718,-39.58185
buy,15.236704
sell,15.981005,4.88492
buy,22.148794
sell,18.446352,-16.716225
buy,26.2764
sell,21.069405,-19.816242
buy,30.579206
sell,36.50515,19.378996
buy,48.272415
sell,41.367134,-14.304818
buy,45.726562
sell,37.620415,-17.727438
buy,48.966957
sell,41.379322,-15.495418
buy,54.48199
sell,55.36649,1.6234696
buy,69.883896
sell,69.31602,-0.8126032
buy,81.7229
sell,72.13064,-11.737545
buy,85.11968
sell,74.63301,-12.319914
buy,87.0383
sell,78.81862,-9.443751
buy,88.630455
sell,76.24329,-13.976191
buy,86.34198
sell,73.316696,-15.08569
buy,86.00414
sell,103.51292,20.358059
buy,112.10834
sell,143.37195,27.886963
buy,153.39177
sell,151.64539,-1.1385119
buy,157.43544
sell,151.57176,-3.7244968
buy,167.13446
sell,182.31775,9.084475
buy,191.35382
sell,169.49634,-11.422548
buy,196.20479
sell,202.15126,3.0307477
buy,228.91913
sell,250.45,9.405448

