buy,0.6917855
sell,4.03,482.55054
buy,1.6464286
sell,3.564286,116.485916
buy,3.5735714
sell,3.767143,5.416754
buy,4.0957136
sell,3.844286,-6.1387997
buy,3.9457145
sell,3.108571,-21.216524
buy,3.087857
sell,3.724286,20.610704
buy,4.047857
sell,29.315714,624.228
buy,17.376429
sell,11.747143,-32.396107
buy,9.366428
sell,47.81857,410.53152
buy,59.997856
sell,52.284286,-12.856409
buy,63.864998
sell,102.35,60.259926
buy,97.465
sell,327.73,236.25407
buy,367.62
sell,364.7,-0.7942938
buy,335.18
sell,307.3,-8.317921
buy,297.055
sell,480.63,61.79833
buy,519.14
sell,502.86,-3.1359613
buy,540.33997
sell,499.55,-7.548947
buy,538.22
sell,515.92,-4.143285
buy,517.18994
sell,553.29,6.980035

